id,severity,Sector,source_date,slocation_3_name,slocation_3_code,slocation_4_name,slocation_4_code
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
459,5,Health,2015-05-04T22:00:00.000Z,Mugu,M-KAR-65,Kotdanda,M-KAR-65-020
459,5,Health,2015-05-04T22:00:00.000Z,Mugu,M-KAR-65,Kotdanda,M-KAR-65-020
459,5,Health,2015-05-04T22:00:00.000Z,Mugu,M-KAR-65,Kotdanda,M-KAR-65-020
459,5,Health,2015-05-04T22:00:00.000Z,Mugu,M-KAR-65,Kotdanda,M-KAR-65-020
458,5,Health,2015-05-04T22:00:00.000Z,,,,
458,5,Health,2015-05-04T22:00:00.000Z,,,,
457,3,Nutrition,2015-05-04T22:00:00.000Z,,,,
457,3,Nutrition,2015-05-04T22:00:00.000Z,,,,
457,3,Nutrition,2015-05-04T22:00:00.000Z,,,,
457,3,Nutrition,2015-05-04T22:00:00.000Z,,,,
456,4,WASH,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,WASH,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,NFI,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,Shelter,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,Communication,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,Health,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,Food security,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
456,4,WASH,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
456,4,WASH,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
456,4,NFI,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
456,4,Shelter,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
456,4,Communication,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
456,4,Health,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
456,4,Food security,2015-05-03T22:00:00.000Z,Sindhupalchok,C-BAG-23,Tatopani,C-BAG-23-068
455,3,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
455,3,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
455,3,Food security,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
455,3,Shelter,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
455,3,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
455,3,Communication,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
455,3,NFI,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,,
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Shelter,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Food security,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Livelihood,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,NFI,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Communication,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Humanitarian access,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Shelter,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Food security,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Livelihood,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,NFI,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Communication,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Humanitarian access,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Shelter,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Food security,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Livelihood,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,NFI,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Communication,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Humanitarian access,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Shelter,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Food security,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Livelihood,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,NFI,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Communication,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Humanitarian access,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,WASH,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Shelter,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Food security,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Livelihood,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,NFI,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Communication,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Humanitarian access,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
454,4,Health,2015-05-03T22:00:00.000Z,Rasuwa,C-BAG-29,Langtang,C-BAG-29-011
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Food security,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,NFI,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Education,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Humanitarian access,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Food security,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,NFI,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Education,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Humanitarian access,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Food security,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,NFI,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Education,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Humanitarian access,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,WASH,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Food security,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,NFI,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Education,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Health,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
453,4,Humanitarian access,2015-05-03T22:00:00.000Z,Nuwakot,C-BAG-28,Tupche,C-BAG-28-061
452,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
452,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Maidi,C-BAG-30-029
451,5,Health,2015-05-03T22:00:00.000Z,Makawanpur,C-NAR-31,,
451,5,Health,2015-05-03T22:00:00.000Z,Makawanpur,C-NAR-31,,
450,5,WASH,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,Food security,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,WASH,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,Food security,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,WASH,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,Food security,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,WASH,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,Food security,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,WASH,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,Food security,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
450,5,WASH,2015-05-02T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
